종목코드,종목명,재무제표종류,유동자산_2023,유동자산_2022,유동자산_2021,유동부채_2023,유동부채_2022,유동부채_2021,부채총계_2023,부채총계_2022,부채총계_2021,자본총계_2023,자본총계_2022,자본총계_2021,매출액_2023,매출액_2022,매출액_2021,영업이익_2023,영업이익_2022,영업이익_2021,당기순이익_2023,당기순이익_2022,당기순이익_2021,ROE_2023,부채비율_2023,유동비율_2023,ROE_2022,부채비율_2022,유동비율_2022,ROE_2021,부채비율_2021,유동비율_2021,매출액성장률_2023,영업이익성장률_2023,매출액성장률_2022,영업이익성장률_2022
064240,홈캐스트,CFS,69041489941.0,53601134824.0,60629956260.0,27195978536.0,1990529926.0,7690020278.0,28196026416.0,2315663973.0,7706177034.0,99443350512.0,95345908085.0,96369214513.0,63698211791.0,73304174993.0,17068079766.0,-10191709757.0,380169404.0,-4558163920.0,-11451646952.0,-725942206.0,19801034231.0,-11.52,28.35,253.87,-0.76,2.43,2692.81,20.55,8.0,788.42,-13.1,-2780.83,329.48,108.34
064260,다날,CFS,581226244928.0,585055776128.0,651504511514.0,245361080086.0,215436711211.0,197952558155.0,474318769770.0,416662689792.0,449527733827.0,295492703966.0,332732185367.0,364679075929.0,295468234107.0,294948282762.0,285550121673.0,3497746253.0,-2755768464.0,15959749229.0,-40614620289.0,-33844823562.0,66337389426.0,-13.74,160.52,236.89,-10.17,125.22,271.57,18.19,123.27,329.12,0.18,226.92,3.29,-117.27
064290,인텍플러스,CFS,99219137291.0,87305013341.0,89569226629.0,54342997741.0,48653047780.0,51959421292.0,76010927801.0,49031051590.0,56553679983.0,55872580309.0,67184675194.0,50810412158.0,74802246295.0,118836726448.0,119661105867.0,-11091735610.0,19363287600.0,27531343673.0,-10791254820.0,16335037757.0,22642787938.0,-19.31,136.04,182.58,24.31,72.98,179.44,44.56,111.3,172.38,-37.05,-157.28,-0.69,-29.67
064480,브리지텍,CFS,40723759313.0,32463752484.0,35255105863.0,18328309896.0,12059995186.0,18906860091.0,23366669775.0,18172828542.0,19353542996.0,50551044284.0,51750347670.0,39780735459.0,53543737975.0,58935626488.0,54363053720.0,4162931035.0,3920387898.0,3135620551.0,3573686700.0,3380873831.0,2819217341.0,7.07,46.22,222.19,6.53,35.12,269.19,7.09,48.65,186.47,-9.15,6.19,8.41,25.03
064520,테크엘,CFS,71293193141.0,59147361653.0,32170229974.0,27419310911.0,11575400486.0,15259508171.0,29204304512.0,37047969291.0,18470115974.0,80841200570.0,52389595812.0,45185416551.0,21928276515.0,19133735872.0,44159958685.0,-4543780279.0,-4553351128.0,828021741.0,5504254842.0,-6027822555.0,810118520.0,6.81,36.13,260.01,-11.51,70.72,510.97,1.79,40.88,210.82,14.61,0.21,-56.67,-649.91
064550,바이오니아,CFS,147679827483.0,134085503468.0,136388381817.0,53739235759.0,36237286976.0,50784752815.0,80610453913.0,55197726752.0,54826480986.0,234876815089.0,243539618432.0,207591626721.0,263236802636.0,218394453243.0,223743694062.0,791752829.0,11539662692.0,47064261523.0,-6918602585.0,15122016180.0,29198768040.0,-2.95,34.32,274.81,6.21,22.66,370.02,14.07,26.41,268.56,20.53,-93.14,-2.39,-75.48
064760,티씨케이,CFS,334493109270.0,343235703465.0,274927628093.0,35178759849.0,62254946331.0,48768265224.0,37233039232.0,63669414182.0,50193523554.0,458270711744.0,416873645081.0,339512447083.0,226652881531.0,319562836196.0,270766567696.0,66702958305.0,127026641350.0,103400361685.0,61244566663.0,94056447998.0,81890628054.0,13.36,8.12,950.84,22.56,15.27,551.34,24.12,14.78,563.74,-29.07,-47.49,18.02,22.85
064800,포니링크,CFS,122371839860.0,131825012923.0,196222575470.0,37816760915.0,24476677816.0,44980021601.0,49425476669.0,36327784551.0,48733205744.0,148233395549.0,169442787696.0,189313104771.0,71463724854.0,95536623105.0,109579283171.0,-9331191935.0,-1197881889.0,1732019303.0,-10535436181.0,-19347595873.0,34549583320.0,-7.11,33.34,323.59,-11.42,21.44,538.57,18.25,25.74,436.24,-25.2,-678.97,-12.82,-169.16
064820,케이프,CFS,61631623908.0,48179988614.0,37533168214.0,84509178031.0,62814200212.0,140892237065.0,1986990800067.0,2092305299126.0,1966307429620.0,253983013033.0,236541292136.0,246816216482.0,590659693241.0,609700362459.0,427666283641.0,40953906753.0,2358280958.0,47381129304.0,27101327960.0,-538866608.0,35818384727.0,10.67,782.33,72.93,-0.23,884.54,76.7,14.51,796.67,26.64,-3.12,1636.6,42.56,-95.02
064850,에프앤가이드,CFS,45825727127.0,29049742417.0,27634575209.0,34164582156.0,20467853426.0,9397547004.0,34942735132.0,42427474057.0,45614536529.0,59010403472.0,56107226484.0,50621658265.0,29582881176.0,28422917679.0,25524250434.0,6069159870.0,6072307916.0,5110121355.0,7710482576.0,7944169868.0,5468769602.0,13.07,59.21,134.13,14.16,75.62,141.93,10.8,90.11,294.06,4.08,-0.05,11.36,18.83
065060,지엔코,CFS,91192813603.0,91631913936.0,86714019724.0,78867753691.0,72419545450.0,90093853120.0,104219062390.0,103009944490.0,95315222437.0,131597005420.0,123954261310.0,133917031537.0,146952545704.0,143276086145.0,135409305421.0,7903539626.0,-2901525154.0,-798433811.0,1454615686.0,-9443559842.0,-20020583208.0,1.11,79.2,115.63,-7.62,83.1,126.53,-14.95,71.17,96.25,2.57,372.39,5.81,-263.4
065130,탑엔지니어링,CFS,351562964074.0,282936680058.0,356975017139.0,223616050144.0,202480865442.0,263826552824.0,232048661852.0,213937353882.0,297119798227.0,330002709644.0,298677710121.0,332376401203.0,959380436380.0,936444840669.0,1084807143452.0,21906235140.0,-28505023131.0,-20448923154.0,22088083412.0,-42969626728.0,-25186094723.0,6.69,70.32,157.22,-14.39,71.63,139.74,-7.58,89.39,135.31,2.45,176.85,-13.68,-39.4
065150,대산F&B,CFS,27355721958000.0,37596136764000.0,32143919360000.0,23799362472000.0,28907343713000.0,19537130522000.0,33491838503000.0,41291511955000.0,27884949795000.0,23225320472000.0,32675743877000.0,40331681202000.0,128819482459000.0,121302188368000.0,104305802113000.0,-634869097000.0,-4018213545000.0,-894487828000.0,-8080143052000.0,-5583783431000.0,10405961248000.0,-34.79,144.2,114.94,-17.09,126.37,130.06,25.8,69.14,164.53,6.2,84.2,16.29,-349.22
065170,비엘팜텍,CFS,16915224239.0,32611820331.0,42300948698.0,7964556927.0,48979060154.0,36999546441.0,13002438493.0,62604396406.0,64831825651.0,31799361482.0,41082112317.0,65509614353.0,24525172959.0,22522930342.0,84439769622.0,-6793361869.0,-4447168449.0,-3430273625.0,141624798.0,-13649416018.0,-20106816523.0,0.45,40.89,212.38,-33.22,152.39,66.58,-30.69,98.97,114.33,8.89,-52.76,-73.33,-29.64
065350,신성델타테크,CFS,383666955711.0,331626901834.0,273952674104.0,349667116736.0,355595903922.0,284252238905.0,384771077102.0,413358161001.0,321661519286.0,307573599697.0,214490056158.0,195537154456.0,833704098779.0,793424019846.0,737488102514.0,29867445100.0,32055395246.0,43947732045.0,20060610922.0,23919701899.0,32688237227.0,6.52,125.1,109.72,11.15,192.72,93.26,16.72,164.5,96.38,5.08,-6.83,7.58,-27.06
065370,위세아이텍,CFS,7582968424.0,11858206703.0,0.0,17192777282.0,11484481650.0,0.0,17837768382.0,21039189650.0,0.0,32630927576.0,27986825012.0,0.0,27625153460.0,37892065422.0,0.0,-2868674786.0,1304673381.0,0.0,-3293743948.0,3870234650.0,0.0,-10.09,54.67,44.11,13.83,75.18,103.25,,,,-27.1,-319.88,,
065420,에스아이리소스,CFS,4806625888.0,12358993635.0,12763443942.0,2386736398.0,1224343263.0,1675967242.0,3612351764.0,2390729600.0,1720828366.0,9790445117.0,17659179699.0,18467194022.0,7041912337.0,4717220355.0,21003250973.0,-8594306168.0,-2274037825.0,2002251727.0,-9274263535.0,-963295258.0,3903137993.0,-94.73,36.9,201.39,-5.45,13.54,1009.44,21.14,9.32,761.56,49.28,-277.93,-77.54,-213.57
065440,이루온,CFS,50624306545.0,50823200852.0,47257449667.0,18324671745.0,21224125174.0,19793404917.0,19309299181.0,22728605770.0,22769272900.0,45087845505.0,41831910150.0,38762926869.0,56033528386.0,56561772027.0,56185382635.0,3034532431.0,941363556.0,2821093246.0,3732909406.0,1704289258.0,1811497861.0,8.28,42.83,276.26,4.07,54.33,239.46,4.67,58.74,238.75,-0.93,222.35,0.67,-66.63
065450,빅텍,CFS,37266233397.0,50591687486.0,54998231863.0,24188196310.0,16353089098.0,28703696719.0,41229721803.0,35168431167.0,34574950110.0,55585148111.0,61043595847.0,58292666373.0,54928577801.0,74374891497.0,102466113395.0,-4338006419.0,1652772174.0,7132930977.0,-4189360606.0,-231659193.0,5264507187.0,-7.54,74.17,154.07,-0.38,57.61,309.37,9.03,59.31,191.61,-26.15,-362.47,-27.42,-76.83
065500,오리엔트정공,CFS,40979667722.0,54145775168.0,41597898450.0,42286335189.0,54120187296.0,54129824582.0,56699920182.0,74832272968.0,70051875360.0,37596113390.0,50170500528.0,39707497664.0,162809370321.0,111979485019.0,114867580122.0,1976608644.0,355706593.0,351980926.0,-5683606424.0,-6681118118.0,-711810921.0,-15.12,150.81,96.91,-13.32,149.16,100.05,-1.79,176.42,76.85,45.39,455.69,-2.51,1.06
065510,휴비츠,CFS,77606625657.0,70418666231.0,53699906285.0,67595299179.0,55303864717.0,42617064208.0,84546315373.0,67767973941.0,58396319901.0,116598356452.0,109443983699.0,95000149219.0,117736981654.0,108781729913.0,95018598450.0,16380287595.0,20094166561.0,9672632166.0,9580936152.0,16627974661.0,9101866335.0,8.22,72.51,114.81,15.19,61.92,127.33,9.58,61.47,126.01,8.23,-18.48,14.48,107.74
065530,와이어블,CFS,50350203984.0,43966807545.0,56854590939.0,52625614678.0,36424596983.0,50735256610.0,67055007910.0,49884232016.0,64904318104.0,75288833134.0,75614565738.0,75521159344.0,72569201277.0,64283541128.0,78495698553.0,2884007077.0,3404993661.0,3684625378.0,2340417818.0,2435230319.0,2513750028.0,3.11,89.06,95.68,3.22,65.97,120.71,3.33,85.94,112.06,12.89,-15.3,-18.11,-7.59
065570,삼영이엔씨,CFS,54484827361.0,64720890199.0,62281387354.0,35777815745.0,23167815532.0,19682114792.0,39902647065.0,43160486939.0,19893168932.0,33744180800.0,37053194895.0,75220201153.0,33338252948.0,31901368198.0,40113737849.0,-6125614406.0,-20145835588.0,1140806517.0,-16223274401.0,-41768936559.0,622281165.0,-48.08,118.25,152.29,-112.73,116.48,279.36,0.83,26.45,316.44,4.5,69.59,-20.47,-1865.93
065650,하이퍼코퍼레이션,CFS,31879995601.0,36494234098.0,19348114548.0,17197119770.0,2358325591.0,6244821374.0,18892784944.0,24661658443.0,6806902877.0,36892838009.0,31091015752.0,42290372930.0,52042005467.0,45289903870.0,49250938078.0,-1348575862.0,-4058292294.0,861076458.0,-1960393378.0,-12024819721.0,-6758922264.0,-5.31,51.21,185.38,-38.68,79.32,1547.46,-15.98,16.1,309.83,14.91,66.77,-8.04,-571.3
065660,안트로젠,CFS,56380300570.0,62449414128.0,65364839117.0,10758759428.0,15037067002.0,13723829099.0,19986739890.0,17341328248.0,19834171923.0,129444937057.0,106791384883.0,116866595777.0,6500249535.0,6591010796.0,8121552704.0,-5073842629.0,-4648213293.0,-2624116306.0,-2840849743.0,-6837097549.0,-553984075.0,-2.19,15.44,524.04,-6.4,16.24,415.3,-0.47,16.97,476.29,-1.38,-9.16,-18.85,-77.13
065680,우주일렉트로,CFS,203364101352.0,193891164427.0,180462605146.0,73870792659.0,67013964833.0,61760794351.0,74533269314.0,67369648581.0,62034660856.0,223924851066.0,225535606214.0,215499012770.0,159897623025.0,186384259092.0,204851560560.0,8014187683.0,20547097627.0,27709390686.0,5615967439.0,12219357336.0,16699077730.0,2.51,33.28,275.3,5.42,29.87,289.33,7.75,28.79,292.2,-14.21,-61.0,-9.01,-25.85
065690,파커스,CFS,45424388405.0,58030166527.0,61125320789.0,62402838584.0,32242898986.0,22562679998.0,69484452252.0,75217413297.0,65549002985.0,48590458883.0,64548512636.0,81085981207.0,63616324294.0,73121511677.0,93681678892.0,-9535740999.0,-15191703582.0,1199616977.0,-15592440638.0,-11900755815.0,9549106992.0,-32.09,143.0,72.79,-18.44,116.53,179.98,11.78,80.84,270.91,-13.0,37.23,-21.95,-1366.38
065710,서호전기,CFS,56374418136.0,55029166940.0,65909694150.0,8030650439.0,10761916818.0,14888494814.0,9819985519.0,11666358209.0,15753696259.0,94060724028.0,90138282394.0,85942507670.0,66169002063.0,60170515020.0,74305951810.0,12980216204.0,12465917949.0,14828937436.0,15456209684.0,11303465518.0,17406871422.0,16.43,10.44,701.99,12.54,12.94,511.33,20.25,18.33,442.69,9.97,4.13,-19.02,-15.94
065770,CS,CFS,16246121829.0,29005084679.0,29574491886.0,3119852041.0,15782915318.0,12591616149.0,3147808710.0,15952607530.0,13114939968.0,17509403460.0,18164712584.0,21333463982.0,33661402007.0,35182635211.0,41091897059.0,-1576925628.0,-4133560963.0,228076588.0,-681616999.0,-3480289733.0,-2383876876.0,-3.89,17.98,520.73,-19.16,87.82,183.78,-11.17,61.48,234.87,-4.32,61.85,-14.38,-1912.36
065950,웰크론,CFS,151439126738.0,200799075556.0,153955378658.0,123762309141.0,187424610050.0,94115902774.0,158783985563.0,210309011056.0,129011021980.0,122803953909.0,128920817278.0,126062708173.0,425883974254.0,445710106509.0,388605882339.0,4848405004.0,6297133053.0,13219047116.0,-8643580613.0,-840611264.0,7757985692.0,-7.04,129.3,122.36,-0.65,163.13,107.14,6.15,102.34,163.58,-4.45,-23.01,14.69,-52.36
066130,하츠,CFS,80037042402.0,74544470332.0,61282809354.0,23723412136.0,20406825966.0,18123805109.0,42267051648.0,37515176665.0,23177737387.0,101765594941.0,97104115605.0,94627995795.0,154622787162.0,143130132137.0,137185085797.0,6282289333.0,7183438566.0,10002548784.0,6004414153.0,4594237701.0,8082741457.0,5.9,41.53,337.38,4.73,38.63,365.29,8.54,24.49,338.13,8.03,-12.54,4.33,-28.18
066310,큐에스아이,CFS,30894238408.0,30463195859.0,34987711246.0,3543619082.0,2763369648.0,5752898415.0,5255229501.0,4723669229.0,6946437510.0,82474951356.0,81264942459.0,73896037857.0,18687093091.0,22699451677.0,29379599348.0,-4243012697.0,1845150544.0,2705150295.0,2711545378.0,7008373110.0,1558611923.0,3.29,6.37,871.83,8.62,5.81,1102.39,2.11,9.4,608.18,-17.68,-329.95,-22.74,-31.79
066360,체리부로,CFS,93761315149.0,93521239698.0,97079245745.0,149041705958.0,154434800262.0,183948272221.0,173979701549.0,192510995862.0,229220859509.0,109773777204.0,84222462761.0,47061681706.0,399000340104.0,402390021653.0,363566839915.0,21020113354.0,16475578410.0,2086717969.0,15002486690.0,9145106027.0,-27949779253.0,13.67,158.49,62.91,10.86,228.57,60.56,-59.39,487.06,52.78,-0.84,27.58,10.68,689.55
066410,버킷스튜디오,CFS,18476530520.0,61536340856.0,98445700409.0,127402973369.0,128941144847.0,89635454480.0,129752641458.0,179848798141.0,157008435184.0,127141386458.0,136162896034.0,145306382294.0,18890365556.0,24369046148.0,26399116481.0,-6521048976.0,-6020543726.0,-2084640421.0,3816357907.0,-188694041283.0,50868341429.0,3.0,102.05,14.5,-138.58,132.08,47.72,35.01,108.05,109.83,-22.48,-8.31,-7.69,-188.8
066430,아이로보틱스,CFS,29259134148.0,33756234894.0,17714254568.0,10188321111.0,17462835004.0,17933592156.0,12543916887.0,18698484483.0,19921699977.0,42976277466.0,37648356787.0,19167939930.0,35778569046.0,37411357602.0,37301461684.0,125627765.0,219378636.0,419639275.0,2799955819.0,575800311.0,394962551.0,6.52,29.19,287.18,1.53,49.67,193.3,2.06,103.93,98.78,-4.36,-42.73,0.29,-47.72
066590,스모트로닉,CFS,116302633484.0,129183982461.0,102095702880.0,141062012913.0,175508048913.0,164786619118.0,167654556551.0,204659182651.0,189423750781.0,82339541703.0,72910162407.0,79197172958.0,347995612773.0,325340615018.0,310386892174.0,8384697540.0,3828724837.0,-713173579.0,10205843113.0,-17517650684.0,-10229323840.0,12.39,203.61,82.45,-24.03,280.7,73.61,-12.92,239.18,61.96,6.96,118.99,4.82,636.86
066620,국보디자인,CFS,238989748673.0,187874020683.0,117673013464.0,123648543615.0,126104771924.0,101979835398.0,126924813952.0,127754640757.0,117860064531.0,210544497983.0,145726796637.0,227447156573.0,401268154696.0,378387843965.0,323028432200.0,32409587505.0,28764824075.0,25746456454.0,27637070850.0,20867524038.0,19541504067.0,13.13,60.28,193.28,14.32,87.67,148.98,8.59,51.82,115.39,6.05,12.67,17.14,11.72
066670,디티씨,CFS,78217626456.0,99114093027.0,125667358051.0,984352902.0,11817004077.0,42684120197.0,5201266974.0,15493707550.0,45797298655.0,160769044466.0,158322173594.0,152746533838.0,34642468435.0,69066166779.0,135974077514.0,1995972667.0,3081984547.0,3594144004.0,3652036386.0,6833405894.0,5445891004.0,2.27,3.24,7946.1,4.32,9.79,838.74,3.57,29.98,294.41,-49.84,-35.24,-49.21,-14.25
066700,테라젠이텍스,CFS,115389914373.0,106961890466.0,96954234033.0,85720603268.0,74839437578.0,74693106756.0,90202681263.0,88884075471.0,115752044876.0,152932537660.0,157669141663.0,234321123575.0,221724623723.0,190769019281.0,166566624783.0,11559997329.0,11823920885.0,-7440744088.0,28391891575.0,10950899742.0,-11384710780.0,18.56,58.98,134.61,6.95,56.37,142.92,-4.86,49.4,129.8,16.23,-2.23,14.53,258.91
066790,씨씨에스,CFS,16546180830.0,14739974776.0,12184317781.0,2931128608.0,3136255049.0,3398299269.0,4013018555.0,7178057699.0,4674769214.0,27539470090.0,24914268551.0,24299555953.0,19211399837.0,19355942259.0,18535195424.0,453727360.0,648839089.0,-299143453.0,2534148486.0,734417501.0,1188117631.0,9.2,14.57,564.5,2.95,28.81,469.99,4.89,19.24,358.54,-0.75,-30.07,4.43,316.9
066900,디에이피,CFS,104601529644.0,86762904656.0,87034298285.0,142064464319.0,95698866960.0,77469341001.0,231734838297.0,153250431019.0,110350877235.0,96925893115.0,111161890788.0,114418635805.0,403492017530.0,333660003026.0,307896911866.0,-13064221797.0,8971771392.0,7692729104.0,-12543777266.0,5325675912.0,8155242531.0,-12.94,239.08,73.63,4.79,137.86,90.66,7.13,96.44,112.35,20.93,-245.61,8.37,16.63
066910,손오공,CFS,32214167018.0,34192667676.0,38753754845.0,26765189894.0,32538474176.0,29013695532.0,27227063284.0,33584371766.0,30565652940.0,21810933267.0,18831214473.0,25871176794.0,50347819486.0,66683494889.0,75450508230.0,-9498690286.0,-5991087663.0,1154456130.0,-11876739598.0,-7645984521.0,3376239148.0,-54.45,124.83,120.36,-40.6,178.34,105.08,13.05,118.15,133.57,-24.5,-58.55,-11.62,-618.95
066980,한성크린텍,CFS,145203960216.0,152887558116.0,103787186416.0,136266535410.0,162099489756.0,136723155376.0,149516302798.0,183218891850.0,158993772288.0,133520202411.0,118160313707.0,97614427869.0,368427650987.0,322542207888.0,168287499305.0,1361500813.0,5594051824.0,3994439009.0,1176485459.0,-3941179222.0,19220234016.0,0.88,111.98,106.56,-3.34,155.06,94.32,19.69,162.88,75.91,14.23,-75.66,91.66,40.05
067000,조이시티,CFS,60917489646.0,55688649380.0,74292941019.0,63157034402.0,64800655368.0,65512182406.0,134567284519.0,148778315777.0,140353435799.0,107687927891.0,98876262762.0,97195700145.0,,,,25330688881.0,7400674611.0,21801229180.0,7750177349.0,3193578816.0,7059433598.0,7.2,124.96,96.45,3.23,150.47,85.94,7.26,144.4,113.4,,242.28,,-66.05
067010,이씨에스,CFS,78524270246.0,69832783691.0,62035878015.0,27341634201.0,21228811887.0,16598063288.0,28804559975.0,22372414905.0,18819595403.0,55790862724.0,52163219021.0,48483004054.0,100614785931.0,80205503054.0,74770792738.0,4233937407.0,4996511571.0,4751309182.0,4641905713.0,5248281421.0,4909838332.0,8.32,51.63,287.2,10.06,42.89,328.95,10.13,38.82,373.75,25.45,-15.26,7.27,5.16
067080,대화제약,CFS,65220103475.0,51212556542.0,56138734803.0,127947713608.0,83259700454.0,75335033973.0,141809467301.0,117365188413.0,93960124203.0,77353149453.0,81691284606.0,83415714768.0,141359215372.0,131911692836.0,117158831459.0,1963837396.0,5848093540.0,3283983665.0,-514320521.0,1221158031.0,1962439267.0,-0.66,183.33,50.97,1.49,143.67,61.51,2.35,112.64,74.52,7.16,-66.42,12.59,78.08
067160,SOOP,CFS,480797840927.0,370259685206.0,313041678404.0,274084873864.0,217402142629.0,193391539998.0,284722352753.0,223950840265.0,198723010089.0,293346003262.0,241174630522.0,209426750558.0,344016008889.0,289087250014.0,260479480423.0,90309374651.0,82418820782.0,88822009755.0,74623795681.0,59513056225.0,70868748330.0,25.44,97.06,175.42,24.68,92.86,170.31,33.84,94.89,161.87,19.0,9.57,10.98,-7.21
067170,오텍,CFS,386835221021.0,433075606740.0,477333594169.0,353624230207.0,395412074628.0,332994071990.0,445626038304.0,469311864145.0,452549467641.0,162727131537.0,142142993504.0,192947127725.0,959746785770.0,1019469837238.0,1017614175929.0,-9765027665.0,-19061314378.0,6404268684.0,-20694574767.0,-38775825926.0,-121682512.0,-12.72,273.85,109.39,-27.28,330.17,109.53,-0.06,234.55,143.35,-5.86,48.77,0.18,-397.63
067280,멀티캠퍼스,CFS,210639232846.0,168207549301.0,135207494328.0,74039047478.0,70852237023.0,72446482790.0,114400645171.0,119379682772.0,117016269803.0,197384602590.0,172369983995.0,139966656428.0,358598251427.0,357486847902.0,308281591459.0,,,,31940210131.0,30539661944.0,20556266648.0,16.18,57.96,284.5,17.72,69.26,237.41,14.69,83.6,186.63,0.31,,15.96,
067290,JW신약,CFS,44920360225.0,33866545789.0,32108697777.0,46688165189.0,37896791771.0,21326540072.0,49174210385.0,38401736664.0,36820979580.0,16444347344.0,55692210687.0,55183216883.0,104234950412.0,102710439010.0,100966106272.0,5627697721.0,4287385271.0,3426120278.0,-37402206978.0,1378413531.0,837181610.0,-227.45,299.03,96.21,2.48,68.95,89.37,1.52,66.72,150.56,1.48,31.26,1.73,25.14
067310,하나마이크론,CFS,431596263534.0,383477863614.0,330074313004.0,644682194150.0,442084130909.0,339179845890.0,1180702762437.0,920833274905.0,602627869530.0,544387369437.0,488215520054.0,448412026842.0,967971484717.0,894395892458.0,669511962324.0,57904676214.0,103548271876.0,104938649978.0,963094987.0,58230571627.0,67157827803.0,0.18,216.89,66.95,11.93,188.61,86.74,14.98,134.39,97.32,8.23,-44.08,33.59,-1.32
067370,선바이오,CFS,12258787279.0,16112462669.0,11416288699.0,18740196954.0,18034554018.0,2717435417.0,19558016698.0,19059503595.0,4323208182.0,28105454889.0,23839291192.0,15396516533.0,12291883598.0,7420394142.0,9964993948.0,5192339957.0,190910321.0,3377483888.0,4606741847.0,869325809.0,284736643.0,16.39,69.59,65.41,3.65,79.95,89.34,1.85,28.08,420.11,65.65,2619.78,-25.54,-94.35
067390,아스트,CFS,209171275991.0,131730463659.0,125832707554.0,288239741438.0,317972335725.0,293903788944.0,440735251981.0,406163168094.0,409525719878.0,28396289794.0,-14665518763.0,-10086733882.0,168484017802.0,162125182794.0,79884431060.0,-36383148675.0,-13382603453.0,-15599875871.0,-40327657463.0,-13250577207.0,-48034173356.0,-142.02,1552.09,72.57,90.35,-2769.51,41.43,476.21,-4060.04,42.81,3.92,-171.87,102.95,14.21
067570,엔브이에이치코리아,CFS,565335598708.0,477110264238.0,384744073572.0,720171683915.0,562160544876.0,488004897709.0,946708000857.0,766699928087.0,673415444597.0,358471036486.0,298485555489.0,288885870338.0,1371412851857.0,1230006651563.0,1068809423659.0,62917271907.0,53154104872.0,42784729861.0,10563619788.0,7592088462.0,19611491890.0,2.95,264.1,78.5,2.54,256.86,84.87,6.79,233.11,78.84,11.5,18.37,15.08,24.24
067630,HLB생명과학,CFS,147043191219.0,160775696115.0,156822300278.0,135456989572.0,26784511102.0,13535842180.0,192287513269.0,175723722598.0,24187699603.0,231212934288.0,236066648867.0,246611869666.0,97990440681.0,99591375508.0,53494248129.0,-24532796122.0,-20161281928.0,-18480404264.0,-5913047188.0,-54359670302.0,-49291549934.0,-2.56,83.16,108.55,-23.03,74.44,600.26,-19.99,9.81,1158.57,-1.61,-21.68,86.17,-9.1
067730,로지시스,CFS,16190854740.0,15558463632.0,18648628828.0,6609682230.0,5769791518.0,5435480775.0,7657247528.0,7019709179.0,7460621975.0,17022462908.0,17067726284.0,18787437371.0,36454449393.0,32820905268.0,34193506217.0,545439693.0,136780736.0,1052928913.0,516014131.0,204379127.0,2068744164.0,3.03,44.98,244.96,1.2,41.13,269.65,11.01,39.71,343.09,11.07,298.77,-4.01,-87.01
067770,세진티에스,CFS,33432267180.0,33913715222.0,34573212615.0,1312761900.0,1862009948.0,2688267363.0,1353883846.0,1939358100.0,2986289954.0,43522074597.0,44994552145.0,45329823157.0,10294388815.0,16525057618.0,27001637664.0,-2577140264.0,-1897791595.0,2127319825.0,-1443038156.0,-640529274.0,2866871777.0,-3.32,3.11,2546.71,-1.42,4.31,1821.35,6.32,6.59,1286.08,-37.7,-35.8,-38.8,-189.21
067900,와이엔텍,CFS,66538106831.0,44281097643.0,31835488290.0,50605334197.0,57125390316.0,64347811341.0,112942015533.0,81310904559.0,102840220000.0,250838163345.0,199778106119.0,191673018881.0,121396161273.0,123802551618.0,111788910608.0,32121342170.0,33495881696.0,32418072765.0,24073206710.0,24633946113.0,23241545823.0,9.6,45.03,131.48,12.33,40.7,77.52,12.13,53.65,49.47,-1.94,-4.1,10.75,3.32
067920,이글루,CFS,39357575194.0,39596815185.0,37967540826.0,17342464278.0,18480131052.0,20982033183.0,18072860450.0,20303454856.0,22872779980.0,76369944189.0,70728388801.0,64647585485.0,,,,5716998998.0,8007600293.0,5664304116.0,7277688440.0,7555317308.0,7524515946.0,9.53,23.66,226.94,10.68,28.71,214.27,11.64,35.38,180.95,,-28.61,,41.37
067990,도이치모터스,CFS,364701688410.0,276381885366.0,184388472275.0,789377161176.0,714718876946.0,479746528300.0,1140342989250.0,875203810205.0,769442729041.0,432474345771.0,395305914456.0,351769953755.0,2195954335686.0,1957078960881.0,1703307058226.0,42771890724.0,64842909912.0,56357845960.0,11365704080.0,38560030967.0,36709934716.0,2.63,263.68,46.2,9.75,221.4,38.67,10.44,218.73,38.43,12.21,-34.04,14.9,15.06
068050,팬엔터테인먼트,CFS,28203610779.0,38009382597.0,31954702516.0,26750935188.0,35562276849.0,31120959047.0,30238963684.0,44047033500.0,38706606504.0,80772598114.0,72358595734.0,72655934101.0,123810641441.0,25320813537.0,30404771218.0,4374570966.0,926964239.0,1493706141.0,7575647925.0,-622261774.0,4001012660.0,9.38,37.44,105.43,-0.86,60.87,106.88,5.51,53.27,102.68,388.97,371.92,-16.72,-37.94
068100,케이웨더,CFS,6696811596.0,7785584333.0,8216334853.0,3156895478.0,1586541587.0,7040092114.0,6353744128.0,5340536518.0,11669281146.0,8427716110.0,10797557211.0,5280623011.0,14688005816.0,17398754684.0,11728856090.0,-2468833010.0,768643625.0,210467803.0,-2436410266.0,708681523.0,-1402142802.0,-28.91,75.39,212.13,6.56,49.46,490.73,-26.55,220.98,116.71,-15.58,-421.19,48.34,265.21
068240,다원시스,CFS,351257299958.0,351616078260.0,401776375133.0,344609903584.0,376169405635.0,318700773140.0,454201097137.0,467395937130.0,408279235109.0,211184116550.0,205482096687.0,268296990169.0,357843609890.0,209188579520.0,295454156585.0,19270866071.0,-159266398763.0,-14491737838.0,2898651008.0,-151929556818.0,-18254959033.0,1.37,215.07,101.93,-73.94,227.46,93.47,-6.8,152.17,126.07,71.06,112.1,-29.2,-999.02
